image_id,gt_index,category_id,gt_bbox,matched_pred_num,duplicate_pred_num,status,matched_scores,matched_ious,matched_pred_bboxes
43,14,0,"[952.0000640000001, 503.0, 110.0, 227.0]",1,0,normal,[0.8672],[0.8487],"[[953.66259765625, 503.3778076171875, 97.641845703125, 237.9031982421875]]"
43,15,0,"[794.4354559999999, 108.06448000000002, 136.56448000000012, 237.09680000000003]",1,0,normal,[0.8775],[0.896],"[[798.3106689453125, 108.08940124511719, 124.786376953125, 242.1826934814453]]"
43,16,0,"[860.56448, 143.0, 140.43545599999993, 215.0]",1,0,normal,[0.9025],[0.9346],"[[859.16748046875, 132.32850646972656, 141.23687744140625, 224.5305938720703]]"
43,17,0,"[996.0, 131.45168, 79.88710399999991, 238.54832]",1,0,normal,[0.901],[0.8291],"[[994.7211303710938, 129.88404846191406, 82.44598388671875, 206.13279724121094]]"
43,18,0,"[835.56448, 362.09676, 185.48390399999994, 163.70968000000005]",1,0,normal,[0.9403],[0.9414],"[[834.6832275390625, 365.2497863769531, 188.81591796875, 164.43930053710938]]"
43,19,0,"[584.758016, 52.419360000000005, 215.32262400000002, 157.25808]",1,0,normal,[0.9386],[0.945],"[[586.3778076171875, 54.767250061035156, 212.68646240234375, 159.62060546875]]"
43,20,0,"[614.596736, 225.80643999999998, 135.48390399999994, 246.77416000000008]",1,0,normal,[0.9427],[0.9298],"[[616.101806640625, 223.25596618652344, 128.668212890625, 246.5320587158203]]"
43,21,0,"[624.27424, 182.25807999999998, 226.61286399999995, 207.25807999999998]",1,0,normal,[0.9326],[0.9405],"[[624.822998046875, 174.28411865234375, 222.0081787109375, 214.44012451171875]]"
44,0,0,"[154.306144, 245.418516, 30.396479999999997, 75.991176]",1,0,normal,[0.8935],[0.8852],"[[151.62127685546875, 242.78570556640625, 33.06927490234375, 78.38885498046875]]"
44,1,0,"[160.583712, 212.04846, 33.370048000000025, 80.61674400000001]",1,0,normal,[0.8589],[0.9004],"[[159.2845458984375, 210.66717529296875, 33.18501281738281, 82.42495727539062]]"
44,2,0,"[168.51321600000003, 137.048454, 30.066047999999967, 74.999988]",1,0,normal,[0.8352],[0.8924],"[[169.4610595703125, 139.0159912109375, 27.69683837890625, 73.4544677734375]]"
44,3,0,"[182.720224, 103.34800800000002, 47.90751999999998, 44.933903999999984]",1,0,normal,[0.8083],[0.7862],"[[180.4717254638672, 107.48120880126953, 48.430938720703125, 43.944496154785156]]"
44,4,0,"[208.82156799999996, 121.51981800000001, 28.083712000000048, 91.51981199999997]",1,0,normal,[0.8381],[0.7584],"[[212.0549774169922, 121.52928161621094, 29.043197631835938, 89.95521545410156]]"
44,5,0,"[227.984576, 111.277512, 59.471360000000004, 68.39207999999999]",1,0,normal,[0.8837],[0.895],"[[231.0418701171875, 113.14179992675781, 55.33172607421875, 65.78718566894531]]"
44,6,0,"[183.05062399999997, 48.17179799999999, 29.405312000000038, 62.77532400000002]",2,1,duplicate,"[0.773, 0.5558]","[0.9741, 0.5372]","[[183.31341552734375, 47.97342300415039, 29.37164306640625, 63.37874221801758], [186.46267700195312, 47.8754997253418, 26.43316650390625, 38.96146011352539]]"
44,7,0,"[211.46473600000002, 44.537436, 23.127744000000007, 53.52422399999999]",1,0,normal,[0.8524],[0.8254],"[[209.093017578125, 47.02301788330078, 25.818557739257812, 53.163970947265625]]"
44,8,0,"[246.486784, 51.475788, 55.176192000000015, 32.70923999999999]",1,0,normal,[0.8528],[0.8719],"[[250.39486694335938, 52.29682159423828, 51.589019775390625, 30.862579345703125]]"
44,9,0,"[285.473536, 61.057278000000004, 25.11014399999999, 62.444916]",1,0,normal,[0.8152],[0.9211],"[[285.23583984375, 59.41443634033203, 26.13531494140625, 65.13270568847656]]"
44,10,0,"[301.002176, 53.127756000000005, 62.11455999999998, 31.387680000000003]",1,0,normal,[0.8879],[0.8772],"[[302.0577392578125, 52.766700744628906, 55.98663330078125, 32.34766387939453]]"
44,11,0,"[265.649792, 18.436122, 41.629952, 36.34362]",1,0,normal,[0.868],[0.9491],"[[265.57305908203125, 18.241859436035156, 41.507568359375, 35.09820556640625]]"
44,12,0,"[294.06383999999997, 6.211476000000003, 38.98681600000003, 51.21143999999999]",1,0,normal,[0.9019],[0.8993],"[[294.7340393066406, 6.84098482131958, 36.64410400390625, 48.996952056884766]]"
44,13,0,"[322.47795199999996, 24.713657999999995, 52.202624000000014, 46.585908]",1,0,normal,[0.9013],[0.9073],"[[321.4651184082031, 26.561786651611328, 51.98883056640625, 45.43534469604492]]"
44,14,0,"[375.01100800000006, 40.572683999999995, 29.735680000000002, 59.80176]",1,0,normal,[0.906],[0.9082],"[[375.7042236328125, 39.99888229370117, 27.4188232421875, 59.996219635009766]]"
44,15,0,"[425.89209600000004, 32.643162000000004, 25.440512000000012, 66.740076]",1,0,normal,[0.9026],[0.9572],"[[425.0528259277344, 32.660423278808594, 26.21337890625, 66.14368438720703]]"
44,16,0,"[437.78630400000003, 90.13213800000001, 29.40531199999998, 61.12335599999999]",1,0,normal,[0.8612],[0.9114],"[[438.03564453125, 88.63219451904297, 27.54046630859375, 62.346107482910156]]"
44,17,0,"[420.27536000000003, 131.762124, 27.422911999999997, 65.748888]",1,0,normal,[0.8919],[0.9698],"[[420.69244384765625, 132.22073364257812, 27.112884521484375, 65.00044250488281]]"
44,18,0,"[446.37664, 148.942728, 28.083711999999935, 70.37445599999998]",1,0,normal,[0.8518],[0.9238],"[[446.5065002441406, 148.94903564453125, 26.43280029296875, 69.07064819335938]]"
44,19,0,"[428.535264, 195.528636, 51.54182399999996, 53.85463199999998]",1,0,normal,[0.8654],[0.8666],"[[427.9429626464844, 190.05128479003906, 52.2735595703125, 61.27685546875]]"
44,20,0,"[465.53968, 245.088126, 30.726848000000018, 83.25990000000002]",1,0,normal,[0.9024],[0.9667],"[[465.24212646484375, 244.26654052734375, 30.8310546875, 83.39907836914062]]"
44,21,0,"[402.10348799999997, 240.79292999999998, 65.08812800000004, 42.62115600000007]",1,0,normal,[0.9178],[0.8801],"[[405.5037841796875, 241.50155639648438, 62.07684326171875, 44.287261962890625]]"
44,22,0,"[418.29296, 290.02203, 60.13216, 62.77532400000001]",1,0,normal,[0.9278],[0.9733],"[[418.9251403808594, 289.9837951660156, 59.673004150390625, 61.99853515625]]"
45,0,0,"[213.77753600000003, 0.9250920000000005, 78.22246399999997, 35.352432]",1,0,normal,[0.7271],[0.7715],"[[216.39251708984375, 0.2170497179031372, 88.65301513671875, 38.038612365722656]]"
45,1,0,"[287.00003200000003, 0.0, 81.40307199999995, 30.660768]",2,1,duplicate,"[0.6142, 0.3912]","[0.7973, 0.9067]","[[299.0527648925781, 0.1698186993598938, 70.63809204101562, 32.148799896240234], [289.1664123535156, 0.2379816770553589, 80.51849365234375, 31.958776473999023]]"
45,2,0,"[215.429504, 17.775306000000004, 96.475776, 63.43614000000001]",1,0,normal,[0.9213],[0.9753],"[[216.80453491210938, 18.056175231933594, 95.03289794921875, 63.512413024902344]]"
45,3,0,"[427.874464, 108.634356, 83.59033600000004, 84.36563999999998]",1,0,normal,[0.9314],[0.96],"[[426.517333984375, 108.47449493408203, 83.175048828125, 84.40023040771484]]"
45,4,0,"[116.64095999999999, 261.93834000000004, 96.80614399999997, 77.97355199999993]",1,0,normal,[0.9355],[0.9098],"[[115.66028594970703, 262.3742980957031, 94.55570220947266, 81.24801635742188]]"
45,5,0,"[149.680608, 337.599126, 87.55872, 21.650867999999946]",1,0,normal,[0.8099],[0.871],"[[148.38819885253906, 335.32672119140625, 89.47032165527344, 24.326141357421875]]"
45,6,0,"[253.75548799999996, 243.76653000000002, 122.57708800000006, 79.29514799999995]",1,0,normal,[0.9523],[0.9493],"[[254.0904541015625, 244.63406372070312, 119.34954833984375, 79.60491943359375]]"
45,7,0,"[344.61452799999995, 322.73127, 90.85900800000007, 36.01321200000001]",1,0,normal,[0.7192],[0.7489],"[[348.22247314453125, 321.4123840332031, 106.275634765625, 38.25775146484375]]"
45,8,0,"[391.530816, 239.80177799999998, 56.49779199999995, 110.02201200000005]",1,0,normal,[0.7727],[0.6371],"[[393.2994079589844, 242.5569610595703, 76.92819213867188, 115.28630065917969]]"
45,9,0,"[434.57580800000005, 283.083678, 45.831680000000006, 76.166316]",1,0,normal,[0.3454],[0.5245],"[[399.38037109375, 281.90625, 78.39813232421875, 77.14523315429688]]"
45,10,0,"[457.940512, 242.77534199999997, 39.64755199999996, 114.64758000000006]",1,0,normal,[0.864],[0.878],"[[460.3532409667969, 243.8424072265625, 35.62408447265625, 115.34185791015625]]"
45,11,0,"[337.015392, 176.03524799999997, 101.76211199999995, 53.19381600000003]",1,0,normal,[0.9102],[0.8862],"[[337.78076171875, 179.90869140625, 99.76913452148438, 48.08197021484375]]"
45,12,0,"[364.10790399999996, 71.29956600000001, 71.0352640000001, 114.64757999999999]",1,0,normal,[0.9379],[0.9665],"[[363.55096435546875, 71.06456756591797, 70.14691162109375, 115.32320404052734]]"
45,13,0,"[441.751104, 8.524224000000006, 43.281920000000014, 123.56827200000001]",1,0,normal,[0.9172],[0.8237],"[[440.62591552734375, 8.461328506469727, 52.29644775390625, 124.16287994384766]]"
45,14,0,"[471.486816, 19.427292, 29.074880000000007, 91.18943999999999]",1,0,normal,[0.6728],[0.7853],"[[469.4078063964844, 11.228166580200195, 30.372467041015625, 105.82463073730469]]"
45,15,0,"[371.70704, 0.26431200000000155, 88.54624000000001, 24.779736]",1,0,normal,[0.8997],[0.9335],"[[369.4991455078125, 0.07186979055404663, 90.52755737304688, 25.83420753479004]]"
45,16,0,"[155.297344, 67.995594, 71.365632, 104.07488399999998]",1,0,normal,[0.9413],[0.9601],"[[156.58815002441406, 68.53925323486328, 69.39231872558594, 102.76534271240234]]"
45,17,0,"[141.42070399999997, 33.964776, 78.30393600000002, 88.546248]",1,0,normal,[0.9143],[0.907],"[[142.50318908691406, 31.523250579833984, 77.68168640136719, 86.55917358398438]]"
45,18,0,"[145.71584, 9.185021999999998, 77.31276799999998, 44.603531999999994]",1,0,normal,[0.9094],[0.8521],"[[145.6057586669922, 6.452177047729492, 77.37405395507812, 43.143646240234375]]"
46,0,0,"[410.0, 118.876662, 38.68940800000007, 66.740076]",1,0,normal,[0.575],[0.8503],"[[410.43310546875, 119.29744720458984, 34.12799072265625, 68.65592193603516]]"
46,1,0,"[406.06828800000005, 163.999998, 43.281920000000014, 67.21145999999999]",1,0,normal,[0.8276],[0.7334],"[[408.28125, 175.2613067626953, 38.88818359375, 54.86112976074219]]"
46,2,0,"[360.47360000000003, 328.00001399999996, 75.52639999999997, 29.99998800000003]",1,0,normal,[0.9228],[0.6567],"[[360.120361328125, 326.9229431152344, 105.56784057617188, 32.6834716796875]]"
46,3,0,"[380.00003200000003, 331.321572, 85.20927999999998, 27.09251999999998]",1,0,normal,[0.9228],[0.6691],"[[360.120361328125, 326.9229431152344, 105.56784057617188, 32.6834716796875]]"
46,4,0,"[418.29296, 249.38326800000002, 45.26432, 80.61674400000001]",1,0,normal,[0.926],[0.9701],"[[417.835693359375, 249.68507385253906, 45.9417724609375, 81.27375793457031]]"
46,5,0,"[254.085888, 15.132150000000003, 33.039616000000024, 67.070484]",1,0,normal,[0.9202],[0.9516],"[[253.0017852783203, 14.721089363098145, 33.86930847167969, 67.23734283447266]]"
46,6,0,"[210.143168, 155.88104399999997, 66.856832, 72.02642399999999]",1,0,normal,[0.9367],[0.9784],"[[209.8059844970703, 155.9797821044922, 68.20854187011719, 71.962646484375]]"
46,7,0,"[151.993408, 92.11453200000001, 25.11014399999999, 69.71363999999998]",1,0,normal,[0.8519],[0.9275],"[[151.7312774658203, 88.98474884033203, 25.126480102539062, 72.03800201416016]]"
46,8,0,"[154.63657600000002, 37.599137999999996, 20.15417599999998, 69.05286]",1,0,normal,[0.8262],[0.8416],"[[155.6796875, 36.91103744506836, 20.009384155273438, 65.13185119628906]]"
46,9,0,"[175.45152, 38.2599, 23.788544, 82.268712]",1,0,normal,[0.8227],[0.7164],"[[171.48526000976562, 38.12491989135742, 23.939117431640625, 82.698974609375]]"
46,10,0,"[193.95379200000002, 22.400891999999992, 36.01318399999997, 55.837008000000004]",1,0,normal,[0.8849],[0.7678],"[[191.25186157226562, 24.346487045288086, 35.08244323730469, 57.20793151855469]]"
46,11,0,"[205.18720000000002, 36.27752399999999, 47.24671999999998, 54.185039999999994]",1,0,normal,[0.9091],[0.8692],"[[200.7265625, 37.06671142578125, 51.017303466796875, 54.60894775390625]]"
46,12,0,"[191.31059200000004, 78.89869800000001, 53.193855999999954, 60.79294800000001]",1,0,normal,[0.8515],[0.8828],"[[188.05718994140625, 81.35232543945312, 55.84686279296875, 59.27033996582031]]"
46,13,0,"[210.14319999999998, 117.224658, 78.30393600000002, 55.17622799999998]",1,0,normal,[0.9312],[0.9428],"[[209.41360473632812, 116.91553497314453, 78.15133666992188, 57.35161590576172]]"
46,14,0,"[282.830368, 133.41411, 62.77535999999998, 87.885468]",2,1,duplicate,"[0.7898, 0.763]","[0.6256, 0.5866]","[[276.58343505859375, 150.56893920898438, 60.893096923828125, 68.02691650390625], [281.4646911621094, 136.72914123535156, 67.91860961914062, 54.15547180175781]]"
46,15,0,"[267.30172799999997, 143.98677, 83.59033600000004, 46.916315999999995]",1,0,normal,[0.763],[0.7215],"[[281.4646911621094, 136.72914123535156, 67.91860961914062, 54.15547180175781]]"
46,16,0,"[328.755552, 118.215864, 60.46252800000002, 57.819384]",1,0,normal,[0.9046],[0.917],"[[329.5233154296875, 118.12547302246094, 57.545928955078125, 55.88334655761719]]"
46,17,0,"[320.165216, 133.7445, 63.105728, 74.66961599999999]",1,0,normal,[0.9017],[0.9216],"[[319.111083984375, 134.52099609375, 61.307769775390625, 74.56571960449219]]"
46,18,0,"[349.24006399999996, 62.709246, 65.41849600000006, 27.422891999999997]",1,0,normal,[0.8947],[0.869],"[[348.35211181640625, 61.59062194824219, 64.27459716796875, 30.254562377929688]]"
46,19,0,"[386.5749119999999, 53.458164000000004, 51.87225600000011, 67.73126400000001]",1,0,normal,[0.8686],[0.9151],"[[385.67901611328125, 54.07844161987305, 54.787139892578125, 65.337158203125]]"
46,20,0,"[386.90531200000004, 87.15861000000001, 45.26432, 44.273123999999996]",1,0,normal,[0.7752],[0.8301],"[[391.2978820800781, 87.52908325195312, 38.36395263671875, 44.557220458984375]]"
46,21,0,"[359.4824, 105.33040199999999, 76.65196800000001, 56.82819600000002]",1,0,normal,[0.8013],[0.5736],"[[360.55322265625, 110.02091217041016, 62.808441162109375, 39.78112030029297]]"
46,22,0,"[421.266496, 186.93831600000001, 37.00441600000005, 84.25108800000001]",1,0,normal,[0.8699],[0.9345],"[[422.0233154296875, 184.57611083984375, 35.87432861328125, 87.49798583984375]]"
47,0,0,"[161.967904, 213.000012, 64.658624, 49.73090400000004]",1,0,normal,[0.6329],[0.6832],"[[170.14773559570312, 220.39089965820312, 58.315216064453125, 45.8875732421875]]"
47,1,0,"[191.99996800000002, 30.000006, 23.381567999999987, 52.811244]",1,0,normal,[0.7884],[0.7899],"[[188.87619018554688, 28.307363510131836, 25.073516845703125, 55.514427185058594]]"
47,2,0,"[284.056256, 37.831338, 60.64256, 40.16062799999999]",1,0,normal,[0.9083],[0.8882],"[[285.72247314453125, 39.11164855957031, 59.026031494140625, 36.70555877685547]]"
47,3,0,"[307.34943999999996, 6.506028000000002, 29.317248000000006, 39.357431999999996]",1,0,normal,[0.8679],[0.8569],"[[309.3197021484375, 6.290230751037598, 28.6268310546875, 41.16672134399414]]"
47,4,0,"[337.06828800000005, 21.767075999999996, 37.34937599999995, 66.26505600000002]",1,0,normal,[0.8858],[0.8855],"[[338.7862548828125, 20.943235397338867, 35.18780517578125, 63.83875274658203]]"
47,5,0,"[366.7871359999999, 22.570271999999996, 23.29318400000011, 60.240959999999994]",1,0,normal,[0.823],[0.8509],"[[364.54632568359375, 23.408443450927734, 26.537078857421875, 58.15353012084961]]"
47,6,0,"[388.47392, 26.184744000000006, 45.381504000000064, 55.020095999999995]",1,0,normal,[0.8814],[0.9189],"[[389.1446533203125, 27.467172622680664, 45.4954833984375, 55.397438049316406]]"
47,7,0,"[408.152608, 26.586342000000005, 39.75903999999997, 46.987956]",1,0,normal,[0.8718],[0.8863],"[[407.6338195800781, 28.2011775970459, 41.50543212890625, 47.49137878417969]]"
47,8,0,"[411.36550400000004, 76.787154, 49.79916799999995, 58.232916]",1,0,normal,[0.8796],[0.865],"[[412.07763671875, 74.51933288574219, 47.47802734375, 64.47172546386719]]"
47,9,0,"[438.67472, 76.78717200000001, 21.686720000000037, 35.74296]",0,0,missed,[],[],[]
47,10,0,"[267.59033600000004, 105.70280399999999, 64.25702399999994, 54.216864000000015]",1,0,normal,[0.9091],[0.6736],"[[268.2425231933594, 107.07180786132812, 59.798431396484375, 39.24072265625]]"
47,11,0,"[291.28512, 147.46989600000003, 42.16870399999999, 72.28915199999997]",1,0,normal,[0.8978],[0.8983],"[[288.8753967285156, 146.34304809570312, 43.20220947265625, 73.14555358886719]]"
47,12,0,"[245.100384, 138.634542, 32.530112, 79.51805999999999]",1,0,normal,[0.8736],[0.856],"[[246.92428588867188, 134.48654174804688, 29.310760498046875, 83.24394226074219]]"
47,13,0,"[185.261024, 140.642568, 51.405632000000026, 44.578295999999995]",2,1,duplicate,"[0.8379, 0.3159]","[0.832, 0.5118]","[[182.02053833007812, 143.2955780029297, 54.468231201171875, 44.75032043457031], [174.81167602539062, 143.4846649169922, 61.274017333984375, 64.85906982421875]]"
47,14,0,"[165.180704, 133.81524000000002, 33.333312000000035, 75.90362399999998]",1,0,normal,[0.8668],[0.9076],"[[163.5230712890625, 132.64312744140625, 33.934326171875, 77.18067932128906]]"
47,15,0,"[206.94777599999998, 229.799178, 55.421696, 68.27309999999997]",1,0,normal,[0.9178],[0.9114],"[[208.80694580078125, 229.415283203125, 51.411529541015625, 69.58554077148438]]"
47,16,0,"[172.409632, 241.84736999999998, 34.53817600000002, 74.698812]",1,0,normal,[0.762],[0.6696],"[[167.3736572265625, 238.19467163085938, 48.28269958496094, 79.80068969726562]]"
47,17,0,"[159.15667200000001, 239.437764, 25.70278400000001, 78.71486400000006]",3,2,duplicate,"[0.6371, 0.3626, 0.321]","[0.869, 0.7881, 0.7893]","[[158.48667907714844, 230.97647094726562, 26.280960083007812, 86.43124389648438], [162.6409149169922, 243.19186401367188, 21.557723999023438, 73.95892333984375], [162.61228942871094, 243.3660125732422, 21.5240478515625, 74.19474792480469]]"
47,18,0,"[312.168672, 284.819256, 74.83129600000001, 42.570288000000005]",1,0,normal,[0.9281],[0.9786],"[[312.4937744140625, 284.5429382324219, 74.36126708984375, 42.47021484375]]"
47,19,0,"[424.618464, 257.91165, 58.38150400000001, 60.088355999999976]",1,0,normal,[0.9304],[0.9139],"[[426.51959228515625, 260.14263916015625, 56.9439697265625, 57.18951416015625]]"
47,20,0,"[395.702816, 164.33735400000003, 46.98796800000002, 77.10843599999995]",1,0,normal,[0.9069],[0.8663],"[[397.90350341796875, 164.76438903808594, 41.342864990234375, 77.55926513671875]]"
47,21,0,"[425.8232959999999, 151.485948, 42.16870400000005, 39.75904799999998]",1,0,normal,[0.888],[0.879],"[[426.467529296875, 149.8001251220703, 41.08856201171875, 44.188995361328125]]"
47,22,0,"[449.116448, 174.377502, 29.71884799999998, 79.51805999999999]",1,0,normal,[0.8904],[0.867],"[[450.86651611328125, 174.33670043945312, 26.183685302734375, 78.3231201171875]]"
48,0,0,"[201.883232, 88.48017, 40.638784000000015, 77.31277200000001]",1,0,normal,[0.7145],[0.8556],"[[201.3212890625, 79.47795104980469, 40.386505126953125, 85.23420715332031]]"
48,1,0,"[209.48239999999998, 79.55946, 43.94272000000001, 57.819383999999985]",1,0,normal,[0.8225],[0.6905],"[[202.87155151367188, 77.12132263183594, 44.759521484375, 56.91780090332031]]"
48,2,0,"[219.0, 164.99998799999997, 53.19385600000004, 73.026432]",1,0,normal,[0.9308],[0.9384],"[[218.67225646972656, 163.79342651367188, 52.16542053222656, 73.09062194824219]]"
48,3,0,"[190.649792, 151.000002, 46.255487999999986, 73.27313999999998]",1,0,normal,[0.851],[0.9229],"[[189.7437744140625, 149.93191528320312, 45.37969970703125, 73.77328491210938]]"
48,4,0,"[182.38982399999998, 150.264306, 23.458176000000037, 79.95596399999997]",1,0,normal,[0.7414],[0.8035],"[[180.75274658203125, 153.691650390625, 27.97998046875, 76.98175048828125]]"
48,5,0,"[164.54848, 151.255512, 27.451519999999988, 82.929528]",3,2,duplicate,"[0.3486, 0.3127, 0.3072]","[0.6803, 0.8578, 0.8193]","[[163.43585205078125, 149.01988220214844, 37.8994140625, 81.20364379882812], [163.31398010253906, 148.22076416015625, 27.576446533203125, 83.11723327636719], [163.2650604248047, 148.12591552734375, 31.123458862304688, 82.69783020019531]]"
48,6,0,"[175.99999999999997, 125.00000999999999, 66.00000000000003, 30.881051999999997]",5,4,duplicate,"[0.4494, 0.4258, 0.3901, 0.3129, 0.3073]","[0.6707, 0.6491, 0.5525, 0.6563, 0.5678]","[[182.31842041015625, 126.0280532836914, 57.78564453125, 39.092124938964844], [183.08836364746094, 122.81751251220703, 56.23558044433594, 42.212608337402344], [181.88613891601562, 124.25064849853516, 43.87184143066406, 40.31700897216797], [181.42193603515625, 121.31155395507812, 59.9102783203125, 43.91773986816406], [182.2390594482422, 123.41310119628906, 39.26597595214844, 33.35748291015625]]"
48,7,0,"[332.059456, 28.348019999999998, 54.94054399999993, 33.370056000000005]",1,0,normal,[0.8874],[0.9263],"[[331.96502685546875, 29.88735008239746, 55.5126953125, 31.21329689025879]]"
48,8,0,"[194.61455999999998, 31.651992000000007, 25.770943999999986, 47.577096]",1,0,normal,[0.8238],[0.9196],"[[194.79270935058594, 31.570659637451172, 23.748214721679688, 47.683284759521484]]"
48,9,0,"[173.46915199999998, 75.925134, 34.691648000000015, 52.20262799999999]",3,2,duplicate,"[0.573, 0.3145, 0.3013]","[0.9413, 0.8654, 0.6955]","[[173.88333129882812, 74.90685272216797, 35.003875732421875, 53.68799591064453], [173.64158630371094, 75.63426971435547, 31.68792724609375, 49.99940490722656], [173.82095336914062, 74.15747833251953, 26.673507690429688, 50.217308044433594]]"
48,10,0,"[267.962528, 134.07488999999998, 50.88108799999998, 69.38326800000002]",1,0,normal,[0.8682],[0.9382],"[[269.1719055175781, 133.9912567138672, 50.825653076171875, 70.62709045410156]]"
48,11,0,"[316.530816, 156.211452, 65.08812799999998, 39.317184]",1,0,normal,[0.8661],[0.8412],"[[313.00506591796875, 157.87623596191406, 66.6622314453125, 35.77629089355469]]"
48,12,0,"[340.980192, 56.762136, 58.81056000000001, 44.933904]",1,0,normal,[0.9009],[0.9473],"[[341.3047790527344, 56.06166458129883, 56.946868896484375, 45.32124710083008]]"
48,13,0,"[378.645376, 19.427291999999998, 47.577088, 29.074896]",1,0,normal,[0.865],[0.7899],"[[379.6199951171875, 20.875080108642578, 54.444183349609375, 28.17898178100586]]"
48,14,0,"[380.2973119999999, 38.920716, 41.96038400000009, 61.78413599999999]",1,0,normal,[0.8596],[0.9203],"[[379.7615051269531, 39.09675979614258, 44.317474365234375, 59.95940017700195]]"
48,15,0,"[384.262112, 112.929516, 60.46252800000002, 51.21143999999998]",1,0,normal,[0.89],[0.8754],"[[386.3041687011719, 117.44938659667969, 58.297271728515625, 46.91754150390625]]"
48,16,0,"[429.526432, 41.233464, 33.370048, 68.39207999999999]",1,0,normal,[0.9046],[0.9123],"[[429.98345947265625, 40.311824798583984, 34.60552978515625, 70.40020751953125]]"
48,17,0,"[401.773088, 94.09690799999998, 65.74892800000003, 39.317184000000026]",1,0,normal,[0.8393],[0.8891],"[[402.7064514160156, 94.92298126220703, 63.976593017578125, 41.37584686279297]]"
48,18,0,"[430.84803200000005, 130.11013799999998, 28.74451199999993, 83.25989999999999]",1,0,normal,[0.8538],[0.9131],"[[429.12115478515625, 129.09461975097656, 31.01861572265625, 84.03746032714844]]"
48,19,0,"[450.67180799999994, 135.726876, 26.431744000000094, 72.68723999999997]",1,0,normal,[0.8369],[0.8828],"[[449.2646789550781, 136.439208984375, 26.40777587890625, 72.5751953125]]"
48,20,0,"[446.04627199999993, 209.405286, 31.38764800000007, 73.67842800000005]",1,0,normal,[0.9108],[0.8911],"[[444.0126953125, 207.36033630371094, 32.8460693359375, 75.17097473144531]]"
48,21,0,"[454.63654399999996, 286.05726, 35.68281600000006, 65.74888799999997]",1,0,normal,[0.9168],[0.9083],"[[455.00128173828125, 285.58319091796875, 33.8897705078125, 63.78680419921875]]"
49,0,0,"[438.777536, 75.925116, 30.066048000000023, 74.66961600000002]",1,0,normal,[0.8486],[0.865],"[[439.22265625, 73.16780090332031, 28.60137939453125, 73.03897094726562]]"
49,1,0,"[410.03305600000004, 44.537436, 27.42291199999994, 89.20706400000002]",2,1,duplicate,"[0.8403, 0.304]","[0.6131, 0.5219]","[[407.4161376953125, 54.09424591064453, 41.06341552734375, 80.37902069091797], [404.81842041015625, 45.369136810302734, 28.31817626953125, 62.63700485229492]]"
49,2,0,"[405.077056, 57.422898, 43.92294399999997, 50.881067999999985]",2,1,duplicate,"[0.8403, 0.304]","[0.6063, 0.5482]","[[407.4161376953125, 54.09424591064453, 41.06341552734375, 80.37902069091797], [404.81842041015625, 45.369136810302734, 28.31817626953125, 62.63700485229492]]"
49,3,0,"[376.002176, 33.634368, 48.89868799999999, 40.969152]",1,0,normal,[0.8775],[0.8749],"[[375.8932189941406, 31.635604858398438, 46.624664306640625, 41.51490020751953]]"
49,4,0,"[375.341376, 51.99998400000001, 47.65862400000003, 49.03523999999999]",1,0,normal,[0.8598],[0.8488],"[[377.0301818847656, 47.08893585205078, 47.5201416015625, 54.145477294921875]]"
49,5,0,"[294.06383999999997, 8.524223999999998, 44.93395200000003, 41.629968000000005]",1,0,normal,[0.8597],[0.9154],"[[294.3931884765625, 6.43775749206543, 43.724029541015625, 43.15861511230469]]"
49,6,0,"[225.67183999999997, 40.903110000000005, 52.86342400000001, 56.09689199999999]",1,0,normal,[0.9241],[0.9422],"[[224.013671875, 40.5501823425293, 53.477783203125, 56.303340911865234]]"
49,7,0,"[191.31056, 42.88545, 30.396479999999997, 57.11454]",1,0,normal,[0.8096],[0.7808],"[[194.64794921875, 43.25632858276367, 28.577178955078125, 61.793888092041016]]"
49,8,0,"[159.92288, 137.378862, 68.06169600000001, 71.03523600000003]",1,0,normal,[0.9141],[0.8916],"[[160.2185821533203, 137.7135772705078, 62.9766845703125, 68.44825744628906]]"
49,9,0,"[176.11232, 75.92509799999999, 26.43174399999998, 67.400892]",1,0,normal,[0.7851],[0.9449],"[[176.18943786621094, 73.41146087646484, 26.290817260742188, 70.97176361083984]]"
49,10,0,"[232.279744, 13.480182000000001, 47.57708799999995, 42.621156]",1,0,normal,[0.8955],[0.9667],"[[232.216064453125, 14.1718111038208, 47.492919921875, 42.49295425415039]]"
49,11,0,"[319.174016, 26.365644, 62.11455999999998, 37.004400000000004]",1,0,normal,[0.9023],[0.9047],"[[319.3976745605469, 27.048816680908203, 60.235443115234375, 34.52057647705078]]"
49,12,0,"[312.56607999999994, 49.00001400000001, 54.84582399999999, 56.330387999999985]",1,0,normal,[0.893],[0.8915],"[[314.44110107421875, 51.47416687011719, 52.666015625, 52.297767639160156]]"
49,13,0,"[157.27971200000002, 234.51541200000003, 28.744511999999986, 86.563872]",1,0,normal,[0.882],[0.8026],"[[160.078125, 234.9158477783203, 28.876190185546875, 87.71879577636719]]"
49,14,0,"[196.927296, 217.33479, 78.96473599999996, 39.977963999999986]",1,0,normal,[0.9],[0.906],"[[196.94027709960938, 217.8920135498047, 77.23471069335938, 42.05876159667969]]"
